body,title,url
"Tres derrotas en las cuatro últimas jornadas disparan la alarma en el Manchester City. Y no es poca cosa que uno de los clubs con mayores posibilidades económicas del mundo esté en alerta. El vigente campeón de la Premier busca soluciones, primero en la pizarra -“tengo que reflexionar y pensar que necesita el equipo y saber como puedo ayudar a mis jugadores”, explica Pep Guardiola-, quien sabe si también en el mercado que está a punto de abrirse. En la derrota se acostumbra a reparar en quien no está, y un futbolista estuvo ausente en los dos últimos tropiezos ante Crystal Palace y Leicester: el mediocentro Fernandinho, una pieza que carece de recambio de capacidades similares en una de las plantillas más caras del planeta. Ante el equipo del sur de Londres empezó John Stones como mediocentro hasta que con el marcador ya en contra tomó su relevó Gündogan, que repitió contra el Leicester y evidenció bastantes problemas en el repliegue.",Guardiola busca soluciones,https://elpais.com/deportes/2018/12/27/actualidad/1545930412_255465.html
"En un año en el que por todo el mundo el #metoo hacía temblar los privilegios masculinos y en el que en España la sentencia del juicio de la Manada provocó la manifestación del 8 de marzo más multitudinaria que se recuerda, buscamos ejemplos de hombres que han actuado de forma correcta con respecto al feminismo y otros (no nos ha costado nada esto) que no. No buscamos lanzarles excesivas flores a los que lo han hecho bien, porque la actitud adecuada hacia las mujeres, el feminismo y lo inclusivo debería ser la norma y no la excepción; pero como desgraciadamente no lo es, bien está mencionarlo.",Diez famosos que han demostrado cómo debe ser un hombre en 2018 y cuatro que no,https://elpais.com/elpais/2018/12/26/icon/1545825711_613571.html
"La firma de la paz con la exguerrilla de las FARC en Colombia cumple ya dos años, pero todavía afronta formidables desafíos humanitarios tras haber sufrido más de medio siglo de conflicto armado, agravados por la llegada masiva de migrantes venezolanos. La población civil en algunos de los territorios más remotos e históricamente marginados todavía no siente los beneficios de la paz, pues sufre la persistente presencia de grupos armados o el drama de sus familiares desaparecidos.",“Nadie pensó que la implementación del acuerdo de paz iba a ser fácil”,https://elpais.com/internacional/2018/12/20/colombia/1545281281_546915.html
"El Gobierno empieza a ver la luz al final del largo túnel en que se ha convertido la exhumación de los restos del dictador Francisco Franco. Un informe de 12 páginas de la delegación de Gobierno de Madrid concluye que los restos no deberían bajo ningún concepto enterrarse en la cripta de la catedral de La Almudena por motivos de orden público, de riesgo de amenazas terroristas, de colapso de la zona en fechas señaladas o de enfrentamiento entre partidarios y detractores dentro de la cripta, donde la policía no puede entrar por ser un lugar sagrado. Este texto servirá al Ejecutivo para rechazar la pretensión de la familia apelando al bien superior de la defensa de los derechos de los demás ciudadanos que circulan por la zona. El expediente está pues listo para las alegaciones finales de la familia y la decisión del Consejo de Ministros.",El Gobierno alega motivos de seguridad para prohibir la inhumación de Franco en La Almudena,https://elpais.com/politica/2018/12/27/actualidad/1545937910_084834.html
"El niño aún no había sido identificado oficialmente el miércoles a mediodía, hora de Texas. Una fuente oficial de Guatemala lo identificó a EL PAÍS como Felipe Gómez Alonzo. Su padre se llama Agustín Gómez Pérez y tiene 47 años. Eran de un municipio llamado Nentón, en Huehuetenango, al oeste de Guatemala.",La policía de fronteras de EE UU ordena exámenes médicos a cientos de niños inmigrantes detenidos,https://elpais.com/internacional/2018/12/26/actualidad/1545851034_497234.html
"NO SE VISTE de fraile ni es beato. Eliseu M. Roig, de 30 años, es campanero de la catedral de Valencia, donde reside uno de los grupos más vivos de España en la recuperación del toque manual frente al automatizado. Este gestor cultural llega a la torre del Micalet, que acoge las 11 campanas del templo, con la mirada oculta por unas gafas de sol a la última, pantalón de pitillo negro y zapatillas deportivas del mismo color. Los miembros de su asociación, Campaners, huyen de todo lo que suene a trasnochado. Aunque sus instrumentos y partituras son vetustos, los repica gente joven. Eliseu, junto a otros 15 compañeros, coge impulso y salta para voltearlas durante los días de fiesta. Unas 60 veces al año. Suele tocar el Jaume, de unos 1.700 kilos. Lo más cotizado es “parar la María”, cuando gira enloquecida moviendo sus cuatro toneladas de peso. “La agarras y te tiembla todo el cuerpo. Se mueve mucha energía”, afirma.",Los aficionados que hacen repicar las campanas manualmente,https://elpais.com/elpais/2018/12/17/eps/1545073000_461716.html
"El poder de convicción de Hollywood, rumores que con el paso de los años se tomaron por verdades absolutas y manipulaciones históricas con intereses políticos o lucrativos han hecho que muchos episodios de la trayectoria del ser humano hayan transcendido de forma distorsionada. La imaginación y la épica han maquillado la historia y nosotros nos hemos creído aquello que a lo largo de nuestra vida nos han enseñado los libros de texto, las obras de arte o el cine, sin ponerlo en duda. Hemos hablado con historiadores y especialistas que nos han ayudado a desmentir catorce de estas tergiversaciones.",14 mentiras de la historia que nos tragamos sin rechistar,https://elpais.com/elpais/2018/09/05/icon/1536142770_672955.html
"Convertir la renovación en votos es el desafío de una nueva generación de dirigentes del izquierdista Frente Amplio (FA), la coalición que gobierna Uruguay desde 2005 sin perder la mayoría absoluta y que en 2019 se enfrenta a las elecciones más inciertas. Inexorablemente, los políticos que transformaron Uruguay desde la izquierda y dominaron la escena durante 30 años van retirándose. Tabaré Vázquez, de 78 años y dos veces presidente de Uruguay, el exguerrillero y mandatario José Mujica, de 83, y Danilo Astori, el zar de la política económica uruguaya, de 78, dejan un vacío que empezará a cubrirse algo tarde y en pleno proceso electoral.",El Frente Amplio uruguayo busca heredero para José Mujica y Tabaré Vázquez,https://elpais.com/internacional/2018/12/24/america/1545671475_189107.html
"Por una parte, el movimiento MeToo, con su foco en el acoso y la violencia, ha dado un nuevo impulso al debate global sobre el feminismo, gracias, en buena medida, al ambiente generado por las marchas de las mujeres y su contestación a la llegada de Donald Trump a la Casa Blanca. Su repercusión se ha dejado notar en casi todo el mundo. Lo hemos visto en España, por ejemplo, donde el pasado 8 de marzo, y espoleadas por la sentencia de La Manada, asistimos a la primera huelga de mujeres en nuestro país y a una movilización sin precedentes.",Ni un paso atrás,https://elpais.com/elpais/2018/12/27/opinion/1545935555_400442.html
"Incesto. Del latín incestus. La primera definición de la RAE es: ""Relación carnal entre parientes dentro de los grados en que está prohibido el matrimonio"". El artículo 47 del Código Civil en España especifica que no pueden contraer matrimonio ""los parientes en línea recta por consanguinidad o adopción, ni los colaterales por consanguinidad hasta el tercer grado"". Para Pilar Polo, psicóloga especializada en abuso sexual desde hace 20 años, al incesto prefiere llamarlo ""abuso dentro de la unidad de convivencia"", dejando a un lado la biología y el grado de parentesco, pero sí dándole importancia a las figuras familiares (padres, madres o hermanos) con las que un niño o una niña crece. Polo, portavoz de la Fundación Vicki Bernadet, hace hincapié en que los menores de edad que sufren abusos de sus padres o hermanos o algún familiar inmediato están siendo manipulados, que las víctimas asumen que es algo que les pasa a todos los niños del mundo y que puede dejar unas secuelas profundas en el futuro adulto.","Incesto, un crimen que no es delito en España",https://elpais.com/elpais/2018/11/16/planeta_futuro/1542366254_181279.html
"Si la cartelera de Broadway con frecuencia sirve de heterodoxo termómetro para medir el ambiente, las modas y debates en los que está volcada la opinión pública en EE UU, una producción en el teatro Studio 54 ha establecido esta temporada un diálogo particularmente pertinente con el momento presente. Lifespan of a Fact (ciclo de vida de un hecho) reúne en el escenario a tres conocidos rostros: Daniel Radcliffe, el actor que creció bajo la capa de mago de Harry Potter; Bobby Cannavale, de la serie Boardwalk Empire; y la veterana Cherry Jones, una de las intérpretes de la adaptación televisiva de El cuento de la criada. A lo largo de una hora y media este trío se enzarza en un tira y afloja sobre qué es exactamente la verdad, en qué debe consistir la no ficción y cuál es la manera más efectiva de contar una historia.",La discusión sobre los hechos que triunfa en Broadway,https://elpais.com/cultura/2018/12/21/actualidad/1545418933_325916.html
"La decisión unilateral de retirarse de Siria es una nueva demostración de la imprevisibilidad de la política exterior estadounidense en la era de Donald Trump y, sobre todo, de que las decisiones del presidente tienden a ser más perjudiciales para los aliados de EE UU que para sus enemigos. En este caso, además, este anuncio le ha costado la dimisión de su secretario de Defensa, Jim Mattis, uno de los últimos miembros de su Gabinete capaces de frenar los impulsos descontrolados del mandatario. Trump justificó la retirada argumentando que el ISIS ya había sido totalmente derrotado, una afirmación difícilmente sostenible y además peligrosa al minusvalorar a un enemigo que tiene todavía capacidad para hacer daño.",Ayudar a sus enemigos,https://elpais.com/elpais/2018/12/26/opinion/1545848587_289516.html
"Para Misha Tumasov (Astracán, Rusia, 1975) ser activista nace en “la naturaleza de uno mismo”, como también sucede con la condición sexual, y que quien lo es no deja de serlo aunque esté en riesgo su vida.",Misha Tumasov: “En Rusia ahora está de moda ser homófobo”,https://elpais.com/sociedad/2018/11/22/actualidad/1542909629_840073.html
"Un fuerte temblor ha sacudido hoy Caracas y varios estados de Venezuela a las 04:59 hora local (8:59 en España), según han informado el Servicio Geológico de Estados Unidos (USGS) y la Fundación Venezolana de Investigaciones Sismológicas (Funvisis). Según el primero, el terremoto fue de 5,5 grados en la escala Richter, aunque los segundos rebajan el temblor a 4,9. El epicentro se localizó a 12 kilómetros al noroeste de Valencia (en el norte del país, en el estado de Carabobo), a 9,4 kilómetros de profundidad y a más de 150 kilómetros de la capital venezolana. Hasta el momento no se ha informado de la existencia de ninguna víctima.","Un terremoto de 5,5 grados con epicentro en el norte de Venezuela hace temblar Caracas",https://elpais.com/internacional/2018/12/27/actualidad/1545904974_293725.html
"El Tribunal Supremo ha optado por dividir en dos la causa abierta contra los líderes independentistas de Cataluña. El alto tribunal ha confirmado por unanimidad su competencia para juzgar los delitos de rebelión y de malversación de caudales públicos supuestamente cometidos durante el procés, pero ha decidido enviar al Tribunal Superior de Justicia de Cataluña la parte que afecta a los seis procesados a los que el fiscal solo acusa de desobediencia.",El Supremo divide en dos la causa contra los líderes del ‘procés’,https://elpais.com/politica/2018/12/27/actualidad/1545911855_885377.html
"Desde hacía tiempo que el área deportiva del Barcelona se había propuesto fichar a un central en este mercado de invierno porque se recelaba de la recuperación de la rodilla de Umtiti, inmerso en un tratamiento conservador que todavía no tiene fecha de caducidad. La idea era traer a un futbolista joven, con proyección como De Ligt (Ajax), Todibo (Toulouse) o Christiansen (Chelsea), que se fogueara en estos meses para pelear por el puesto al inicio del próximo curso. “Pero la nueva lesión de Vermaelen aceleró el proceso y las urgencias”, explican desde el Barça; “porque presentarse con solo dos centrales profesionales (Piqué y Lenglet) en el primer día de entrenamiento tras las vacaciones sería una temeridad”. Por lo que se viró de plan y tras consultar con el técnico Ernesto Valverde quedó clara la prioridad. “Quería un jugador con experiencia en LaLiga y que diera rendimiento inmediato”, desvelan desde el Camp Nou. Un templario del fútbol al servicio de quien le convenciera y contratara. El escogido fue Jeison Murillo (Cali, Colombia; 26 años), cedido por seis meses por el Valencia con una opción de compra de 25 millones.","Jeison Murillo, un jornalero del fútbol",https://elpais.com/deportes/2018/12/26/actualidad/1545853517_026591.html
"La Guardia Nacional Rusa ha decidido este año celebrar el Año Nuevo difundiendo un vídeo de su coro versionando la canción Last Christmas de Wham! en la Plaza Roja de Moscú. El vídeo del cuerpo militar se ha vuelto viral en gran parte, no por verlos cantar en una pista de patinaje sobre hielo, sino por la elección del tema: uno de los más famosos del cantante George Michael, un icono gay, más aun en un país donde hablar sobre homosexualidad está prohibido por ley desde 2013. La Guardia Nacional es un cuerpo que depende directamente del presidente ruso, Valdimir Putin, al que organizaciones como Amnistía Internacional acusan de promover la persecución del colectivo LGTBI en los últimos años. Según el portavoz oficial de la Guardia Nacional, Víktor Yeliséyev, el vídeo conmemora el segundo aniversario del fallecimiento del músico británico, que murió el 25 de diciembre de 2016 a la edad de 53 años.",La Guardia Nacional Rusa celebra el Año Nuevo a ritmo de un villancico de George Michael,https://elpais.com/elpais/2018/12/27/videos/1545906557_129487.html
"La primera noche después del terremoto vinculado a la actividad eruptiva del Etna que dejó 28 heridos el miércoles y provocó daños en numerosos edificios ha sido tranquila desde el punto de vista geológico, pero crítica para los cerca de 300 afectados que han tenido que pasar la noche fuera de sus casas. Algunos han dormido en hoteles que el Gobierno regional había puesto a su disposición y la mayoría en sus coches, no demasiado lejos de las viviendas, por temor a posibles saqueos. El Gobierno declarará mañana viernes el estado de emergencia en la región de Sicilia, la más pobre de Italia, para poder desbloquear fondos y destinarlos a la recuperación de las zonas dañadas.",Italia declarará el estado de emergencia tras el terremoto causado por la erupción del Etna,https://elpais.com/internacional/2018/12/27/actualidad/1545917204_397079.html
"Cuando éramos críos y teníamos dos semanas largas de vacaciones entre el viernes antes de la Lotería y el lunes después de Reyes, estos días tontos entre Nochebuena y Nochevieja, y luego entre Año Nuevo y la Cabalgata, eran casi mejores que las fiestas. Si hubiera una época —o un estado de ánimo, que al final es lo mismo— a la que volver en tiempo de zozobra, una elegiría esa bendita tregua entre el hartazgo del primer empacho de polvorones y la ilusión de saber que el verdadero turrón estaba aún por llegar enseguida. Esos días eternos en los que te levantabas tarde, hacías los deberes en pijama, comías protestando el hervido que ponía tu madre para desengrasar las comilonas, salías a la calle con la emoción de las vísperas de algo grande, y te ibas a la cama con la certeza de que nada malo podía pasarte en la vida. Esa paz. Ese abandono. Esa confianza ciega. Ese ser feliz sin saber que lo eras. Esa sensación de estar en casa que nunca más vuelves a tener por muchas casas y cosas que tengas. Esos eran, son, los verdaderos Reyes.",Tregua,https://elpais.com/elpais/2018/12/26/opinion/1545850937_373344.html
"En tu opinión, ¿cuáles fueron los temas más importantes de 2018?",2018: una mirada al desarrollo en 12 tuits,https://elpais.com/internacional/2018/12/27/america/1545926975_223728.html
"Lleva las uñas rojas y largas, tacones de más de 10 centímetros, el carmín intacto y unos vestidos adheridos a unas curvas que marean. Ella es Isabella Bautista, el nombre que han decidido otorgarle los productores de Netflix —por una cuestión de derechos— a Sandra Ávila Beltrán, conocida en medio mundo como la Reina del Pacífico. La única mujer entre los fundadores del imperio de la droga en México, la gran relaciones públicas del narco, criada en los códigos de un mundo controlado por hombres duros, despiadados, con una historia que la ha elevado a leyenda y que revive en Narcos México a través de la actriz oaxaqueña Teresa Ruiz (Santiago Matatlán, 1988). La plataforma ya ha anunciado una segunda temporada.",‘Narcos México’: Una reina entre los señores de la droga,https://elpais.com/cultura/2018/12/22/television/1545498589_509327.html
"No es tarea fácil lo de hacer listas del año, nunca lo es, pero me atrevo a apuntar que este año la cosa es especialmente arriesgada porque, aunque exista un amplio y lógico consenso en señalar la magistral Lo que más me gusta son los monstruos, de Emil Ferris (Reservoir Books), como la mejor obra del año, completar la lista se hace imposible en el limitado espacio de este artículo. Y, en ingenua decisión, se puede pensar que restringir la lista a los tebeos patrios puede ayudar, pero se tarda poco en comprobar que apenas resuelve el problema: la producción nacional ha sido este año espectacular, con una afortunada coincidencia de veteranía y juventud que claramente se retroalimenta para bien de los lectores.","Cronistas, poetas y revolucionarios",https://elpais.com/cultura/2018/12/20/babelia/1545327656_214775.html
"Eddie Murphy ha reunido a toda su familia por Navidad. El actor, de 57 años, ha juntado a sus diez hijos y ha posado con todos por primera vez en varias fotografías que ha publicado una de sus hijas, Bria, en su cuenta de Instagram. El intérprete de películas como Doctor Doolittle y El profesor chiflado, aparece muy sonriente en el centro del grupo, mientras sostiene en brazos a su hija pequeña, Izzy Oona, de dos años y medio, fruto de su actual relación con la modelo australiana Paige Butcher, quien también aparece en la imagen acunando a Max Charles, el último hijo del actor, que nació hace solo tres semanas.",Eddie Murphy posa por primera vez con sus diez hijos,https://elpais.com/elpais/2018/12/27/gente/1545908934_684784.html
"La Nochebuena lejos de casa es espesa. Tanto como la salsa de tomate que Eduardo mueve con el tenedor buscando más trozos de pollo. En torno a una mesa y un Belén, medio centenar de migrantes (de El Salvador, Honduras y Guatemala) —que forman parte de una de las caravanas que salió en octubre de Centroamérica— apuran la cena de Nochebuena en un albergue de la capital mexicana. ""Tardé más en comer el pollo que en cruzar el Suchiate"", bromea Eduardo sobre el río que separa Guatemala y México.",Una pausa para la caravana migrante por Nochebuena,https://elpais.com/internacional/2018/12/25/mexico/1545760176_332421.html
"Abadiânia, una pequeña ciudad en el corazón de Brasil, vive hace semanas una situación de agobio y perplejidad. Su habitante más ilustre, el curandero y sanador espiritual João de Deus, pasó del cielo al infierno después de haber cautivado durante años a miles de personas por todo el mundo con su fama de curandero milagroso. Hasta el 7 de diciembre, cuando João fue detenido. Según los testimonios, el curandero elegía a algunas mujeres que buscaban su ayuda, decía que ellas necesitaban de una audiencia particular y entonces, en una sala reservada, abusaba de ellas. João de Deus está acusado hasta por su propia hija de haberla violado cuando ella era pequeña.",João de Deus: de médico espiritual de los famosos a depredador sexual,https://elpais.com/internacional/2018/12/24/america/1545679852_334188.html
"Corderos lechales procedentes de Italia, Grecia, Portugal, Rumania, Irlanda y, sobre todo, Francia, tienen muchas posibilidades de compartir mesa estas fechas en los hogares y en la restauración española. Más de la mitad de las importaciones de cordero se concentra en las fechas navideñas, y el país galo es el que más vende a España, con unos 350.000 animales al año que llenan los lineales de los supermercados durante las fiestas. Más de 200.000 de ellos se venden entre noviembre y diciembre, a precios más bajos que los existentes en el mercado nacional, lo que influye en las cotizaciones. Tras Francia, destacan las entradas de Portugal, con más de 60.000 animales. Le siguen Rumania con unos 40.000, Irlanda con 12.000 e Italia y Grecia con 2.000.",España trae a su mesa cordero de importación para los festines navideños,https://elpais.com/economia/2018/12/26/actualidad/1545822100_138591.html
"Una espada medieval en muy buen estado de conservación y bautizada como espadana por los vecinos es lo que han sacado a la luz las excavaciones arqueológicas con motivo de la rehabilitación del castillo de Aín. Esta localidad de poco más de un centenar de habitantes en el interior de Castellón ha sido testigo del hallazgo de esta espada del siglo XIV que los técnicos encargados de las obras de la fortificación califican de “excepcional”. Es, dicen, “extremadamente inusual” localizar una pieza de este tipo en una prospección arqueológica. Lo es porque en la época “todos estos objetos se recuperaban; eran preciados, muy caros, pertenecientes a soldados profesionales o caballeros. No solían quedarse en el sitio tras ser abandonadas. Y las que se quedaban aparecen muy deterioradas o en fragmentos irreconocibles”, explica a EL PAÍS Vicente Vivó, el arqueólogo que dirige los trabajos.",Hallada en Castellón una espada medieval íntegra bajo el suelo de mortero de una fortificación,https://elpais.com/politica/2018/12/27/diario_de_espana/1545910365_752837.html
"Los folletos para turistas dirán que Buenos Aires es la cuna del tango y que aquí se come la carne más rica del mundo. “Bi-fe-de-cho-ri-zo”, aprenderán a pedir con dificultad los americanos que llegan atraídos por el dólar alto. Las guías más sofisticadas destacarán que este es el país de las mil crisis y que esta capital aún, pese a los golpes, parece muy europea. Sin embargo, en esos retratos aun no se cuenta de un fenómeno muy nuevo que, de alguna manera, refleja el alma de las principales ciudades argentinas. Cualquier visitante notará que cada 100 metros, esto es, cada minuto y medio, se cruzará con una mujer que lleva un pañuelo verde.",Un mar infinito de pañuelos verdes,https://elpais.com/internacional/2018/12/26/argentina/1545862249_741308.html
"El gran tótem de 2019 volverán a ser los países emergentes y las economías en desarrollo. Sobre sus hombros recaerá la gran misión de mantener el crecimiento económico global en 2019. En un momento en el que los tantanes de ralentización económica y fin de ciclo se sienten cada vez más cerca, estos países seguirán un año más siendo el motor de la economía mundial y, si todo se mantiene en lo previsto, aguantarán mejor el tipo que las economías avanzadas, gracias, entre otros elementos, al abaratamiento del petróleo. El precio del Brent ha caído un 20% en el año.","Los países que más crecerán en 2019; España, en el puesto 153º",https://cincodias.elpais.com/cincodias/2018/12/21/economia/1545411873_473235.html
"Ya es oficial. Miley Cyrus y Liam Hemsworth son marido y mujer. La cantante ha sido la encargada de confirmar la noticia a través de Instagram, donde ha publicado unas imágenes en blanco y negro en las que se puede ver a los recién casados abrazados y vestidos para la ocasión: Cyrus con un vestido blanco y Hemsworth con un traje oscuro de chaqueta y corbata, y unas deportivas blancas a juego con la camisa. “Diez años después…”, ha escrito la intérprete de Malibu junto a una de las fotografías, donde también ha revelado la fecha del enlace: “23.12.18”.",Miley Cyrus confirma su boda con Liam Hemsworth,https://elpais.com/elpais/2018/12/27/gente/1545901069_127576.html
El Gobierno de Japón y varias empresas tecnológicas y automovilísticas han acordado una hoja de ruta que sitúa 2023 como el punto de partida para la comercialización de vehículos voladores y su uso extendido en el ámbito urbano.,Japón quiere empezar a vender coches voladores en cinco años,https://elpais.com/tecnologia/2018/12/27/actualidad/1545908375_080482.html
"La salud global ha sido el tema estrella este año en Planeta Futuro. Es lo que se deduce al hacer balance y comprobar cuáles fueron los reportajes más leídos del año. La sexual, la materna, la infantil, las enfermedades tropicales, la resistencia a los medicamentos son algunas de nuestras historias más vistas, entre las que también están presentes muchos de los asuntos por resolver en este mundo: igualdad de género, medio ambiente, indígenas, racismo, derechos humanos, alimentación, los problemas de África. Entre los cientos de artículos que hemos publicado en 2018, estos han sido los 18 más leídos:",El misterioso coma de los niños en Suecia y otras 17 historias de 2018,https://elpais.com/elpais/2018/12/18/planeta_futuro/1545147743_457504.html
"Todos conocemos familias de nonagenarios, que parecen indestructibles. Pero, ¿qué está detrás de su longevidad? Hasta ahora, se pensaba que ""la diferencia entre los que viven mucho y los que viven poco dependía de la genética entre un 15% y un 30%"", explica Miguel Pita, profesor de Genética del Departamento de Biología de la Universidad Autónoma de Madrid (UAM), y autor del libro El ADN dictador (2017). Sin embargo, un nuevo estudio publicado en la revista Genetics tira por tierra esta idea.","El secreto para vivir cien años está en tus manos, no en tus genes",https://elpais.com/elpais/2018/12/19/buenavida/1545227085_353401.html
"Ya se sabe que los nórdicos lo hacen todo bien: ellos han exportado conceptos como el hygge o lagom, que son como nuestro ""sofá, peli y mantita"", pero con chimenea y vistas a un lago helado. En Suecia la gente también se muere igual que en todas partes, pero sin dejar de atender cierto protocolo. Se llama döstädning, un acrónimo de dos palabras que significan ""muerte"" y ""orden, limpieza"". Eso es lo que propugna: someter nuestro hogar a una criba profunda como favor hacia quienes nos van a sobrevivir.",Cómo ordenar tu casa como si fueras a morir,https://elpais.com/elpais/2018/12/13/icon_design/1544727306_235298.html
